favorite_count,retweet_count,tweet_id,user_count
7117,1264,831315979191906304,3200892
12819,2786,831309418084069378,3200892
13066,2350,831262627380748289,3200892
8735,1735,830956169170665475,3200892
73397,19297,830583320585068544,3200892
0,6554,830173239259324417,3200892
10804,3455,830097400375152640,3200892
0,5757,829878982036299777,3200892
13441,2243,829861396166877184,3200892
34913,12224,829501995190984704,3200892
11519,2329,829449946868879360,3200892
38074,10706,829374341691346946,3200892
26952,8530,829141528400556032,3200892
58302,18627,829011960981237760,3200892
0,3901,828801551087042563,3200892
28085,6746,828770345708580865,3200892
40241,12882,828708714936930305,3200892
10467,1544,828650029636317184,3200892
6898,1305,828409743546925057,3200892
8398,1477,828408677031882754,3200892
13864,2554,828381636999917570,3200892
8112,1216,828376505180889089,3200892
13756,3344,828372645993398273,3200892
2408,195,828361771580813312,3200892
12923,3260,828046555563323392,3200892
11411,2451,828011680017821696,3200892
22180,5987,827933404142436356,3200892
16983,3433,827653905312006145,3200892
8143,1082,827600520311402496,3200892
17523,3510,827324948884643840,3200892
0,13517,827228250799742977,3200892
11659,2579,827199976799354881,3200892
23767,5757,826958653328592898,3200892
40325,11878,826848821049180160,3200892
0,4521,826615380357632002,3200892
5637,292,826598799820865537,3200892
11117,2709,826598365270007810,3200892
20275,4821,826476773533745153,3200892
14614,2965,826240494070030336,3200892
5361,1075,826204788643753985,3200892
17299,3599,826115272272650244,3200892
11525,2146,825876512159186944,3200893
14025,2848,825829644528148480,3200893
56413,19669,825535076884762624,3200894
20181,5244,825147591692263424,3200894
0,1483,825120256414846976,3200894
7020,1483,825026590719483904,3200894
0,6288,824796380199809024,3200894
16508,4069,824775126675836928,3200894
11113,1993,824663926340194305,3200894
12999,11848,824325613288833024,3200894
16625,4463,824297048279236611,3200894
5255,679,824025158776213504,3200894
11755,3123,823939628516474880,3200894
0,12953,823719002937630720,3200894
13826,2772,823699002998870016,3200894
14376,3031,823581115634085888,3200894
777,31,823333489516937216,3200894
17437,4637,823322678127919110,3200894
0,11421,823269594223824897,3200894
19139,3958,822975315408461824,3200894
132810,48265,822872901745569793,3200894
14576,2622,822859134160621569,3200894
0,7390,822647212903690241,3200894
16327,3423,822610361945911296,3200894
20083,7390,822489057087389700,3200894
31800,17209,822462944365645825,3200894
38832,11421,822244816520155136,3200894
0,5571,822163064745328640,3200894
12582,2692,821886076407029760,3200894
0,3839,821813639212650496,3200894
9317,1899,821765923262631936,3200894
8871,2030,821522889702862852,3200894
0,6470,821421320206483457,3200894
13075,5053,821407182352777218,3200894
280,10,821153421864615936,3200894
9718,2320,821149554670182400,3200894
10645,2487,821107785811234820,3200894
14021,2636,821044531881721856,3200894
0,7733,820837357901512704,3200894
34984,11525,820749716845686786,3200894
13518,3716,820690176645140481,3200894
0,648,820494788566847489,3200802
0,2980,820446719150292993,3200894
3706,648,820314633777061888,3200894
21979,7246,820078625395449857,3200894
0,1369,820013781606658049,3200894
5927,1369,819952236453363712,3200894
14305,5607,819924195358416896,3200894
14916,3604,819711362133872643,3200894
10606,2271,819588359383371776,3200894
8008,1383,819347104292290561,3200894
2550,462,819238181065359361,3200894
25652,7733,819227688460238848,3200894
0,42228,819015337530290176,3200894
0,21794,819015331746349057,3200894
49960,21794,819006400881917954,3200894
95450,42228,819004803107983360,3200894
0,24069,818646164899774465,3200894
24597,8564,818627210458333184,3200894
10971,2982,818614493328580609,3200894
0,7126,818588835076603904,3200894
12127,2873,818536468981415936,3200894
0,9366,818307523543449600,3200894
12197,2621,818259473185828864,3200894
13671,3014,818145370475810820,3200894
5356,906,817908911860748288,3200894
57622,31314,817827839487737858,3200894
11901,3084,817777686764523521,3200894
13105,3505,817536400337801217,3200894
0,3917,817502432452313088,3200894
38260,17504,817423860136083457,3200894
6267,1131,817415592588222464,3200894
0,9907,817181837579653120,3200895
9690,2326,817171292965273600,3200895
13367,3011,817120970343411712,3200895
9517,1927,817056546584727552,3200895
0,5496,816829038950027264,3200895
11071,2361,816816676327063552,3200895
10905,2545,816697700272001025,3200895
33961,9366,816450570814898180,3200895
9564,2269,816336735214911488,3200895
9927,2500,816091915477250048,3200895
0,1207,816062466425819140,3200895
0,6154,816014286006976512,3200895
5545,1207,815990720817401858,3200895
25057,9907,815966073409433600,3200895
0,4797,815745968457060357,3200895
10937,2625,815736392542261248,3200895
9161,1918,815639385530101762,3200895
11467,4407,815390420867969024,3200895
8485,1505,814986499976527872,3200895
12511,3130,814638523311648768,3200895
0,6750,814578408554463233,3200895
9629,2156,814530161257443328,3200895
32000,10080,814153002265309185,3200895
0,3732,813944609378369540,3200895
10342,2194,813910438903693312,3200895
40402,16267,813812741911748608,3200895
9300,2060,813800681631023104,3200895
20783,8476,813217897535406080,3200895
10192,2090,813202720496779264,3200895
22085,5096,813187593374461952,3200895
10384,2236,813172488309972993,3200895
8588,2557,813157409116065792,3200895
9361,2728,813142292504645637,3200895
4968,513,813130366689148928,3200895
13242,3652,813127251579564032,3200895
11515,3225,813112105746448384,3200895
11694,4207,813096984823349248,3200895
10989,3220,813081950185472002,3200895
8865,2276,813066809284972545,3200895
23337,8503,813051746834595840,3200895
8380,2191,812781120811126785,3200895
0,8067,812747805718642688,3200895
7373,1665,812709060537683968,3200895
6787,1424,812503143955202048,3200895
8900,2231,812466873996607488,3200895
15224,4252,812372279581671427,3200895
8102,1647,811985624773361665,3200895
8429,1884,811744202451197953,3200895
6215,872,811647686436880384,3200895
14265,3650,811627233043480576,3200895
23302,7444,811386762094317568,3200895
5927,1655,810984652412424192,3200896
10093,2090,810896069567610880,3200896
12192,3057,810657578271330305,3200896
39640,13369,810284430598270976,3200896
16380,3901,810254108431155201,3200896
17250,4521,809920764300447744,3200896
0,5711,809808892968534016,3200896
7727,1696,809448704142938112,3200896
22246,6554,809220051211603969,3200896
14685,4046,809084759137812480,3200896
11271,3536,808838249661788160,3200896
8784,2509,808733504066486276,3200896
12595,3007,808501579447930884,3200896
47281,24069,808344865868283904,3200896
0,6961,808134635716833280,3200896
9701,2525,808106460588765185,3200896
14015,4098,808001312164028416,3200896
16236,4288,807621403335917568,3200896
107015,56625,807106840509214720,3200896
0,8521,807059379405148160,3200897
14514,4418,807010152071229440,3200897
75639,37911,806629075125202948,3200897
0,6426,806620845233815552,3200897
5370,2230,806576416489959424,3200897
11363,2752,806542213899489280,3200897
0,13616,806242860592926720,3200897
7145,1388,806219024703037440,3200897
0,6238,805958939288408065,3200897
9178,2209,805932879469572096,3200897
7335,2132,805826884734976000,3200897
0,9374,805823200554876929,3200897
6368,1905,805520635690676224,3200897
9773,2929,805487436403003392,3200897
8680,1972,805207613751304193,3200897
15326,4480,804738756058218496,3200897
6886,2355,804475857670639616,3200897
0,3712,804413760345620481,3200897
49774,18876,804026241225523202,3200897
11203,3220,803773340896923648,3200897
0,8689,803692223237865472,3200897
12270,4828,803638050916102144,3200897
8601,2169,803380650405482500,3200897
0,6221,803321560782307329,3200897
11207,2887,803276597545603072,3200897
10085,2336,802952499103731712,3200897
0,3403,802624713319034886,3200897
7938,1714,802600418706604034,3200897
9959,2926,802572683846291456,3200897
18124,6808,802323869084381190,3200898
7039,1573,802265048156610565,3200898
0,5247,802247111496568832,3200898
10132,3040,802239329049477120,3200898
0,314,802185808107208704,3200898
8608,1992,801958328846974976,3200898
1958,275,801854953262350336,3200898
9141,2391,801538201127157760,3200898
6802,960,801285448605831168,3200898
27386,6961,801167903437357056,3200898
0,4627,801127390143516673,3200898
8992,2429,801115127852503040,3200898
778,113,800859414831898624,3200898
0,1889,800855607700029440,3200898
11701,3214,800751577355128832,3200898
14685,3495,800513324630806528,3200898
10538,2489,800459316964663297,3200898
0,5068,800443802682937345,3200898
12456,3265,800388270626521089,3200898
0,4581,800188575492947969,3200898
17092,2980,800141422401830912,3200898
31768,15351,800018252395122689,3200898
0,5488,799774291445383169,3200898
9390,2506,799757965289017345,3200898
8965,2213,799422933579902976,3200898
0,6478,799308762079035393,3200898
11065,3227,799297110730567681,3200898
9058,2863,799063482566066176,3200898
14712,5203,798933969379225600,3200898
8246,1663,798925684722855936,3200898
0,7724,798705661114773508,3200898
0,9126,798701998996647937,3200898
0,7602,798697898615730177,3200898
0,5812,798694562394996736,3200898
0,2702,798686750113755136,3200898
0,5515,798682547630837760,3200899
0,6485,798673117451325440,3200899
0,4519,798665375516884993,3200899
0,2153,798644042770751489,3200899
0,2272,798628517273620480,3200899
0,6618,798585098161549313,3200900
0,6871,798576900688019456,3200900
0,3924,798340744599797760,3200900
11548,2954,798209839306514432,3200900
13018,3652,797971864723324932,3200900
16198,5656,797545162159308800,3200900
22328,7726,797236660651966464,3200900
256,32,797165961484890113,3200900
0,10411,796904159865868288,3200900
8564,2198,796865951799083009,3200900
13256,3562,796759840936919040,3200900
0,8536,796563435802726400,3200900
8472,2042,796484825502875648,3200900
12334,4861,796387464403357696,3200900
0,16628,796177847564038144,3200900
36177,16628,796149749086875649,3200900
5511,2079,796125600683540480,3200900
10139,2813,796116448414461957,3200900
9469,2703,796080075804475393,3200900
12071,4284,796031486298386433,3200900
55683,27728,795464331001561088,3200900
11270,3323,795400264262053889,3200900
18139,6288,795076730285391872,3200900
0,3942,794983741416415232,3200900
11492,2697,794926597468000259,3200900
0,12014,794355576146903043,3200900
10686,3088,794332329137291264,3200900
10314,3895,794205286408003585,3200900
18910,5711,793962221541933056,3200900
10295,2187,793845145112371200,3200900
0,3661,793614319594401792,3200900
8926,1908,793601777308463104,3200900
11953,2786,793500921481273345,3200900
27597,10723,793286476301799424,3200900
9677,2763,793271401113350145,3200900
22350,9714,793256262322548741,3200901
11780,3812,793241302385262592,3200901
11001,3338,793226087023144960,3200901
9997,3301,793210959003287553,3200901
17063,6547,793195938047070209,3200901
7740,2310,793180763617361921,3200901
10478,3238,793165685325201412,3200901
6909,1984,793150605191548928,3200901
7214,2893,793135492858580992,3200901
14202,4551,793120401413079041,3200901
16063,4715,792913359805018113,3200901
12666,4964,792883833364439040,3200901
8209,1963,792773781206999040,3200901
15128,4998,792394556390137856,3200901
8029,2088,792050063153438720,3200901
0,24514,791821351946420224,3200901
0,11271,791784077045166082,3200809
0,4432,791780927877898241,3200901
37818,21156,791774931465953280,3200901
13129,3661,791672322847637504,3200901
14670,4797,791406955684368384,3200901
9841,2963,791312159183634433,3200901
0,4858,791026214425268224,3200901
11089,2483,790987426131050500,3200901
18601,5496,790946055508652032,3200901
0,2704,790723298204217344,3200901
9158,2203,790698755171364864,3200901
22473,8183,790581949425475584,3200901
8740,2167,790337589677002753,3200901
14081,3732,790277117346975746,3200901
0,4190,790227638568808452,3200901
10369,2704,789986466051088384,3200901
0,4839,789960241177853952,3200901
11673,4858,789903600034189313,3200901
8448,2080,789628658055020548,3200901
7620,2279,789599242079838210,3200901
13188,3942,789530877013393408,3200901
9615,2666,789314372632018944,3200901
0,5747,789280767834746880,3200901
10196,3014,789268448748703744,3200901
10875,3244,789137962068021249,3200901
30653,14409,788908386943430656,3200901
30658,12014,788765914992902144,3200901
0,8407,788552643979468800,3200901
16060,5990,788412144018661376,3200901
8100,2488,788178268662984705,3200901
6865,1510,788150585577050112,3200901
0,3952,788070120937619456,3200901
6867,1535,788039637453406209,3200901
9717,3540,787810552592695296,3200901
11416,3240,787717603741622272,3200901
12120,3300,787397959788929025,3200901
8726,2032,787322443945877504,3200901
0,7798,787111942498508800,3200901
29725,9327,786963064373534720,3200901
0,2827,786729988674449408,3200901
20296,7069,786709082849828864,3200901
11957,2996,786664955043049472,3200901
10497,3601,786595970293370880,3200901
12189,4072,786363235746385920,3200901
8930,3352,786286427768250368,3200901
17178,5571,786233965241827333,3200901
1614,179,786051337297522688,3200901
0,8237,786036967502913536,3200901
12696,3652,785927819176054784,3200901
7489,2130,785872687017132033,3200901
8735,2561,785639753186217984,3200901
10183,2334,785533386513321988,3200901
6800,1477,785515384317313025,3200901
8128,1911,785264754247995392,3200901
13491,5639,785170936622350336,3200901
11310,3712,784826020293709826,3200901
10039,2970,784517518371221505,3200901
6329,1491,784431430411685888,3200901
22513,9374,784183165795655680,3200901
33505,12953,784057939640352768,3200901
33689,12643,783839966405230592,3200901
8209,2269,783821107061198850,3200901
11650,3737,783695101801398276,3200901
9468,2608,783466772167098368,3200901
18908,6441,783391753726550016,3200901
0,6533,783347506784731136,3200901
32651,13616,783334639985389568,3200901
9112,2565,783085703974514689,3200901
26949,8521,782969140009107456,3200901
8310,1604,782747134529531904,3200901
19250,6238,782722598790725632,3200901
8694,2184,782598640137187329,3200901
18630,6470,782305867769217024,3200901
0,7236,782021823840026624,3200901
12357,3920,781955203444699136,3200901
11634,3129,781661882474196992,3200901
4466,1314,781655249211752448,3200901
23163,6426,781524693396357120,3200901
7973,2961,781308096455073793,3200901
9428,2458,781251288990355457,3200901
10895,3168,781163403222056960,3200901
24192,8536,780931614150983680,3200901
8033,2328,780858289093574656,3200901
6141,1505,780800785462489090,3200901
13525,3839,780601303617732608,3200901
7040,2032,780543529827336192,3200901
0,4319,780496263422808064,3200901
0,136,780476555013349377,3200901
5892,1224,780459368902959104,3200901
9712,2589,780192070812196864,3200901
0,2655,780092040432480260,3200901
13723,5815,780074436359819264,3200901
21252,8237,779834332596887552,3200901
9831,3613,779377524342161408,3200901
0,21324,779124354206535695,3200901
13206,4207,779123168116150273,3200901
16500,5247,779056095788752897,3200901
22342,8437,778990705243029504,3200901
0,11550,778774459159379968,3200901
955,426,778764940568104960,3200901
7717,1562,778748913645780993,3200901
6430,1729,778650543019483137,3200901
5177,1176,778624900596654080,3200901
15135,5023,778408200802557953,3200902
0,14198,778396591732486144,3200902
6515,1271,778383385161035776,3200902
11576,3836,778286810187399168,3200902
9417,3065,778039087836069888,3200902
7320,1885,778027034220126208,3200810
0,4080,777953400541634568,3200902
7078,1893,777885040357281792,3200902
12518,3403,777684233540206592,3200902
0,4947,777641927919427584,3200902
9742,2910,777621514455814149,3200902
15921,4999,777189768882946048,3200902
0,15839,776819012571455488,3200902
5444,1405,776813020089548800,3200902
9858,3249,776477788987613185,3200902
0,10673,776249906839351296,3200902
33345,18497,776218204058357768,3200902
10681,2919,776201521193218049,3200902
13102,5068,776113305656188928,3200902
2045,179,776088319444877312,3200902
0,17621,775898661951791106,3200902
13022,3116,775842724423557120,3200902
15413,4627,775733305207554048,3200902
14361,5302,775729183532220416,3200902
8295,3472,775364825476165632,3200903
11309,4532,775350846108426240,3200903
0,9220,775096608509886464,3200903
17281,5488,775085132600442880,3200903
9462,2035,774757898236878852,3200903
7508,2013,774639387460112384,3200904
24167,6478,774314403806253056,3200904
11925,4492,773985732834758656,3200904
7110,1999,773922284943896577,3200904
7317,1891,773704687002451968,3200904
5935,1501,773670353721753600,3200904
24553,7126,773547596996571136,3200904
0,5912,773336787167145985,3200904
25846,8640,773308824254029826,3200904
10414,3699,773247561583001600,3200904
11117,4736,773191612633579521,3200904
9555,4501,772877495989305348,3200904
8842,2669,772826264096874500,3200904
0,3914,772615324260794368,3200904
7192,1968,772581559778025472,3200904
6665,1612,772193107915964416,3200904
4181,1300,772152991789019136,3200905
4165,848,772117678702071809,3200905
3005,546,772114945936949249,3200905
4448,1065,772102971039580160,3200905
7298,2181,771908950375665664,3200905
13356,3924,771770456517009408,3200905
9167,3018,771500966810099713,3200905
11746,5912,771380798096281600,3200905
0,8705,771171053431250945,3200905
10223,3357,771136648247640064,3200905
6898,1663,771102124360998913,3200905
7032,1782,771014301343748096,3200905
5498,1415,770787852854652928,3200905
5749,1626,770772759874076672,3200905
0,52360,770743923962707968,3200905
8130,2013,770655142660169732,3200905
6987,2390,770414278348247044,3200905
6923,1718,770293558247038976,3200905
0,3520,770093767776997377,3200905
8385,2651,770069151037685760,3200905
34948,11131,769940425801170949,3200905
7101,1926,769695466921623552,3200906
0,8830,769335591808995329,3200906
5980,1969,769212283578875904,3200906
16017,7574,768970937022709760,3200906
0,3129,768909767477751808,3200906
4660,1034,768855141948723200,3200906
4580,1382,768609597686943744,3200906
5592,1473,768596291618299904,3200906
0,6719,768554158521745409,3200906
15110,3958,768473857036525572,3200906
12157,4080,768193404517830656,3200906
